src,dest
/wiki/Green_tea,/wiki/Kamaboko
/wiki/Green_tea,/wiki/Pollock_roe
/wiki/Green_tea,/wiki/Surimi
/wiki/Green_tea,/wiki/Tobiko
/wiki/Green_tea,/wiki/Hijiki
/wiki/Green_tea,/wiki/Karashi
/wiki/Green_tea,/wiki/Katsuobushi
/wiki/Green_tea,/wiki/Kombu
/wiki/Green_tea,/wiki/Konjac
/wiki/Green_tea,/wiki/Kuromitsu
/wiki/Green_tea,/wiki/Kudzu_powder
/wiki/Green_tea,/wiki/Mayonnaise#Japan
/wiki/Green_tea,/wiki/Menma
/wiki/Green_tea,/wiki/Mirin
/wiki/Green_tea,/wiki/Miso
/wiki/Green_tea,/wiki/Monosodium_glutamate
/wiki/Green_tea,/wiki/Flammulina_filiformis
/wiki/Green_tea,/wiki/Matsutake
/wiki/Green_tea,/wiki/Shiitake
/wiki/Green_tea,/wiki/Myoga
/wiki/Green_tea,/wiki/Nori
/wiki/Green_tea,/wiki/Sake_kasu
/wiki/Green_tea,/wiki/Bread_crumbs#Panko
/wiki/Green_tea,/wiki/Zanthoxylum_piperitum#Japanese_cuisine
/wiki/Green_tea,/wiki/Ponzu
/wiki/Green_tea,/wiki/Soy_sauce
/wiki/Green_tea,/wiki/Tare_sauce
/wiki/Green_tea,/wiki/Tonkatsu_sauce
/wiki/Green_tea,/wiki/Worcestershire_sauce#Japan
/wiki/Green_tea,/wiki/Sesame_oil
/wiki/Green_tea,/wiki/Shichimi
/wiki/Green_tea,/wiki/Tenkasu
/wiki/Green_tea,/wiki/Tofu
/wiki/Green_tea,/wiki/Umeboshi
/wiki/Green_tea,/wiki/Wasabi
/wiki/Green_tea,/wiki/Yuzu
/wiki/Green_tea,/wiki/Yuzu_kosh%C5%8D
/wiki/Green_tea,/wiki/List_of_Japanese_cooking_utensils
/wiki/Green_tea,/wiki/Rice_cooker
/wiki/Green_tea,/wiki/Deba_b%C5%8Dch%C5%8D
/wiki/Green_tea,/wiki/Chef%27s_knife
/wiki/Green_tea,/wiki/Japanese_kitchen_knife
/wiki/Green_tea,/wiki/Maguro_b%C5%8Dch%C5%8D
/wiki/Green_tea,/wiki/Nakiri_b%C5%8Dch%C5%8D
/wiki/Green_tea,/wiki/Santoku
/wiki/Green_tea,/wiki/Sashimi_b%C5%8Dch%C5%8D
/wiki/Green_tea,/wiki/Usuba_b%C5%8Dch%C5%8D
/wiki/Green_tea,/wiki/Yanagi_ba
/wiki/Green_tea,/wiki/Shamoji
/wiki/Green_tea,/wiki/Suribachi
/wiki/Green_tea,/wiki/Zaru
/wiki/Green_tea,/wiki/List_of_Japanese_condiments
/wiki/Green_tea,/wiki/List_of_Japanese_desserts_and_sweets
/wiki/Green_tea,/wiki/List_of_Japanese_dishes
/wiki/Green_tea,/wiki/List_of_ramen_dishes
/wiki/Green_tea,/wiki/List_of_Japanese_soups_and_stews
/wiki/Green_tea,/wiki/List_of_Japanese_snacks
/wiki/Green_tea,/wiki/List_of_sushi_and_sashimi_ingredients
/wiki/Green_tea,/wiki/Chinmi
/wiki/Green_tea,/wiki/Kaiseki
/wiki/Green_tea,/wiki/Omakase
/wiki/Green_tea,/wiki/Teppanyaki
/wiki/Green_tea,/wiki/Tokusanhin
/wiki/Green_tea,/wiki/Teriyaki
/wiki/Green_tea,/wiki/Umami
/wiki/Green_tea,/wiki/Customs_and_etiquette_in_Japanese_dining
/wiki/Green_tea,/wiki/Okinawan_cuisine
/wiki/Green_tea,/wiki/Green_tea
